DBName,Client Names,Client Numbers,Location Name,Location Phone Number
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LS Mount Sinai South Nassau IP,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LS Mount Sinai South Nassau OP,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LS South Nassau OP Dialysis Center,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LR Queens Village Dialysis Center,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LR St Francis Hospital ER,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LR St Francis Hospital IP,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LR St Francis Hospital OP,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.NSN Hillside Internal Medicine,7183437600
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,RCA Woodmere Dialysis,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,RCA Fresenius Dialysis Ctr Bellmore,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PPC PRINE Primary Care A,5163655570
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,IRP Oyster Bay Davita Dialysis,5168271370
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PPC PRINE Primary Care B,5163655570
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,RCA Bayview Manor Llc,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,MICS Location,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LR Port Washington Dialysis,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LR Floral Park Dialysis,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LR Garden City Dialysis Center,5167752100
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,NN Mount Sinai South Nassau TCU,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,IRP Fresenius Fresh Meadows,7189693293
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,NSN Davita Little Neck Dialysis,7182923598
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PP PRINE Podiatry RJ,5163654545
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,RCA Oyster Bay Davita Dialysis,5168271370
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,RCA Davita Long Island Renal Care,6315326969
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.S01 Sonogram Division,5164072727
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP LIJ Hospital ER,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP LIJ Hospital OP,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP LIJ Hospital IP,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP NORTH SHORE HOSPITAL OP,5165624435
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP NORTH SHORE HOSPITAL IP,5165624435
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP NORTH SHORE HOSPITAL ER,5165624435
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PV1 PRINE Vascular Lab,5163877463
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,IRP FRESENIUS KIDNEY CARE BAY SHORE,6312248500
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PRINE HEALTH MEDICAL GROUP,5163655570
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,NN Fresenius Kidney Care Commack,6313870061
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,RCA GARDEN CITY DIALYSIS CENTER,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,N01 Adjustment,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,N02 Adjustment,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,N03 Adjustment,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,N04 Adjustment,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,N05 Adjustment,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,N06 Adjustment,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,N07 Adjustment,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP ST FRANCIS HOSPITAL OP,5165626000
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.GYN PRINE Gynecology,5167126565
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,NSN FLORAL PARK HOME DIALYSIS,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.NSDEA NorthShoreDiabetesEndocrine,5163270850
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP PARKER JEWISH INSTITUTE OP,7182892100
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,GYN PLAINVIEW HOSPITAL OP,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,GYN NYU WINTHROP HOSPITAL,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,GYN SOUTH NASSAU COMMUNITY HOSPITAL,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,IRP Anchor Oceanside Dialysis,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,Panetta Mercy Medical Center,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,Panetta NORTH SHORE UNIVERSITY HOSP,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,Panetta North Shore LIJ,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,Panetta Progressive Surgery Center,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,Panetta Staten Island University,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PRINE Podiatry A,5163655570
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PRINE Podiatry B,5163655570
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PP01 PRINE Podiatry,5164828826
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PVA PRINE Vascular Access,5164828220
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,GYN NYU LANGONE HOSPITALS,5166630333
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,"POD- North (LR,PPC1,PP,PPC3,LIOST)",
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,"POD-South (N2,N4,N5,PPC2,UR1)",
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,POD-IRP,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,POD-NSN,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,POD-NSDEA,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LS DaVita Anchor Ht At Home,5167665701
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LS FLORAL PARK HOME DIALYSIS,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.R01A PRINE Rheumatology,5169313988
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.R01B PRINE Rheumatology,5167450202
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,R01 PLAINVIEW HOSPITAL,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PP02 A PRINE PODIATRY,5164825999
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PP02 B PRINE PODIATRY,5168838313
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP PARKER JEWISH INSTITUTE IP,7182892100
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP ST FRANCIS HOSPITAL ER,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP PARKER JEWISH INSTITUTE ER,7182892100
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP ST FRANCIS HOSPITAL IP,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PPC02 PRINE Primary Care,5163741677
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PVA WOODMERE REHABILITATION SNF,5163749300
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,R01 Infusion Center,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LS Mount Sinai South Nassau TCU,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PPC02 Bristal North Woodmere,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.Test Training Location,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.URO1 PRINE Urology,5165931838
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,UR01 Mount Sinai South Nassau OP,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,UR01 Mount Sinai South Nassau IP,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,UR01 Mount Sinai South Nassau ER,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LR CLEARVIEW DIALYSIS,7182242398
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,RCA Grandell RehabandNursingCenter,5168891100
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,RCA Beach Terrace Care Center,5164314400
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,RCA The Grands Southpoint,7182156000
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PP03 A PRINE Podiatry,5169386000
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PP03 B PRINE PODIATRY,6316695440
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP02NORTH SHORE UNIVERSITY HOSPITAL,5168766000
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP03 GOOD SAMARITAN HOSPITALMEDICAL,6313763000
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP03 PLAINVIEW HOSPITAL OP,5167193000
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PPC03 Prine Primary Care,5165051010
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PV1 Parker Jewish Institute,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PV1EmergeNursing&Rehabilitation,5167409900
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PRINE Global Pay,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,Prine Health IPA,5163655570
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,Prine Health Emblem Group,5163655570
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,NSN PARKER JEWISH INSTITUTE OP,7182892100
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,NSN Sands Point Center,5167919400
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.NX PRINE Transplant,5165140105
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,LR Little Neck Dialysis,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PV2 PRINE Vascular Lab,5165140541
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PPC PRINE Primary Care C,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP02 East Hills Surgery Center 2200,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PRINE Bonus Payments,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PP02 SF NASSAU ASC LLC,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PVA MIPS,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,IRP SKC-Mineola - dialysis center,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,PVA FKC Mineola Dialysis,5162475720
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,Vascular Sono Division,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,UR01 Parker Jewish,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,GYN Northwell South Shore Hospital,
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,.PPC PRINE Primary Care D,5163655570
phpn_CureMD,PRINE HEALTH MEDICAL GROUP PLLC,5164072727,Research Studies,5163655570
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,.Sacred 120,8504791805
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,.Sacred G21,8509691491
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,".V,I,C",8509128843
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,.Aesthetic Center,8509128249
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,.West Florida,8503326339
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,.Milton,8504791805
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,".N,I,C",8506780184
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,.Destin Commons,8509128847
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,.Destin Miramar,8506820032
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,.Crestview,8506820032
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,.Fort Walton Beach,8502264345
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,.Gulf Shores,8509128847
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,.Foley,8509128847
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,.Navarre,8503326339
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,".V,I,C B",8509128847
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Baptist Hospital E,R",8504344011
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Baldwin Hospital - O,P",2519493454
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Baldwin Hospital - I,P",2519493454
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,Baldwin Wound Care,2519493400
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,Coastal Foot Care Center,2519705777
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Gulf Breeze Hospital -I,P",8509342000
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Gulf Breeze Hospital - O,P",8509342000
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Gulf Breeze Hospital - E,R",8509342000
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,Life Care Center of Pensacola,8504715400
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Lifeline -N,I,C",
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Lifeline -V,I,C",
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"N,O,M,C - I,P",8506898100
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"N,O,M,C - O,P",8506898100
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"N,O,M,C -E,R",8506898100
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,Paul Brooks-Padnet,8504796250
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,Pensacola Podiatry,8504762805
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Select - I,P",8504734800
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Sacred  Heart Hospital -I,P",8504167000
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Sacred Heart Hospital - E,R",8504167000
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Sacred Heart Hospital- O,P",8504167000
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Sacred Heart Destin -E,R",8502783000
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Sacred Heart Destin -I,P",8502783000
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"Sacred Heart Destin -O,P",8502783000
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,White Sands Podiatry,8506221607
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"S,R,M,C - E,R",8506267762
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"S,R,M,C -I,P",8506267762
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"S,R,M,C -O,P",8506267762
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"West Florida Hospital -I,P",8504944000
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"West Florida Hospital -O,P",8504944000
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,"West Florida Hospital -E,R",8504944000
cvi_CureMD,"Coastal Vascular & Interventional, PLLC",8504791805,West Florida Rehab,8504946450
